Github slug,Module Name,T-value,Generated orders path,"Polluter,cleaner,victim,brittle info path",Original order path,Static pair path,Runtime
https://github.com/spring-projects/spring-data-envers,,2,/orderlist/orders/spring-projects_spring-data-envers-.-5637994-inter-orders/,all-polluter-cleaner-info-combined.csv,/orderlist/data/original-orders/spring-projects_spring-data-envers-.-5637994-original_order,/orderlist/data/pairs/spring-projects/spring-data-envers/pairs-5637994,5.6
https://github.com/c2mon/c2mon,c2mon-server-elasticsearch,2,/orderlist/orders/c2mon_c2mon-c2mon-server_c2mon-server-elasticsearch-d80687b-inter-orders/,all-polluter-cleaner-info-combined.csv,/orderlist/data/original-orders/c2mon_c2mon-c2mon-server_c2mon-server-elasticsearch-d80687b-original_order,/orderlist/data/pairs/c2mon/c2mon/c2mon-server/c2mon-server-elasticsearch/pairs-d80687b,7.6
https://github.com/doanduyhai/Achilles,integration-test-3_7,2,/orderlist/orders/doanduyhai_Achilles-integration-test-3_7-e3099bd-inter-orders-20240125T052615Z-001/doanduyhai_Achilles-integration-test-3_7-e3099bd-inter-orders/,all-polluter-cleaner-info-combined.csv,/orderlist/data/original-orders/doanduyhai_Achilles-integration-test-3_7-e3099bd-original_order,/orderlist/data/pairs/doanduyhai/Achilles/integration-test-3_7/pairs-e3099bd,3.6
https://github.com/Activiti/Activiti,activiti-spring-boot-starter,2,/orderlist/orders/Activiti_Activiti-activiti-spring-boot-starter-b11f757-inter-orders/,all-polluter-cleaner-info-combined.csv,/orderlist/data/original-orders/Activiti_Activiti-activiti-spring-boot-starter-b11f757-original_order,/orderlist/data/pairs/Activiti/Activiti/activiti-spring-boot-starter/pairs-b11f757,9.6
