Github slug,Module Name,T-value,Generated orders path,"Polluter,cleaner,victim,brittle info path",Original order path,Static pair path,Runtime
https://github.com/wro4j/wro4j,wro4j-core,2,/home/mpious/Documents/orderlist/orders/inter-orders/wro4j_wro4j-wro4j-core-185ab60-inter-orders/,/home/mpious/Documents/sortOrders/all-polluter-cleaner-info-combined.csv,/home/mpious/Documents/orderlist/data/original-orders/wro4j_wro4j-wro4j-core-185ab60-original_order,/home/mpious/Documents/orderlist/data/pairs/wro4j/wro4j/wro4j-core/pairs-185ab60,
