CMDLINE python3 pairwise_worst_first_absolute_interclass.py inputwork.csv
MEM 0.582031 1702413772.8318
MEM 20.718750 1702413772.9322
MEM 20.718750 1702413773.0329
MEM 20.718750 1702413773.1336
MEM 20.718750 1702413773.2343
MEM 20.718750 1702413773.3350
MEM 20.718750 1702413773.4361
MEM 20.718750 1702413773.5368
MEM 20.718750 1702413773.6375
MEM 20.718750 1702413773.7383
MEM 20.718750 1702413773.8388
MEM 20.718750 1702413773.9392
MEM 20.718750 1702413774.0396
MEM 21.093750 1702413774.1403
MEM 21.093750 1702413774.2405
MEM 21.093750 1702413774.3411
MEM 21.093750 1702413774.4414
MEM 21.093750 1702413774.5465
MEM 21.093750 1702413774.6471
MEM 21.093750 1702413774.7478
MEM 21.093750 1702413774.8485
MEM 21.093750 1702413774.9489
MEM 21.093750 1702413775.0494
MEM 21.093750 1702413775.1566
MEM 21.093750 1702413775.2572
MEM 21.093750 1702413775.3578
MEM 21.093750 1702413775.4580
MEM 21.093750 1702413775.5587
MEM 21.093750 1702413775.6589
MEM 21.093750 1702413775.7596
MEM 21.093750 1702413775.8602
MEM 21.093750 1702413775.9609
MEM 21.093750 1702413776.0611
MEM 21.093750 1702413776.1612
MEM 21.093750 1702413776.2619
MEM 21.093750 1702413776.3626
MEM 21.093750 1702413776.4633
MEM 21.093750 1702413776.5635
MEM 21.093750 1702413776.6642
MEM 21.093750 1702413776.7648
MEM 21.093750 1702413776.8655
MEM 21.093750 1702413776.9663
MEM 21.093750 1702413777.0668
MEM 21.093750 1702413777.1670
MEM 21.093750 1702413777.2677
MEM 21.093750 1702413777.3684
MEM 21.093750 1702413777.4685
MEM 21.093750 1702413777.5692
MEM 21.093750 1702413777.6694
MEM 21.093750 1702413777.7700
MEM 21.093750 1702413777.8702
MEM 21.093750 1702413777.9705
MEM 21.093750 1702413778.0711
MEM 21.093750 1702413778.1713
MEM 21.093750 1702413778.2716
MEM 21.093750 1702413778.3721
MEM 21.093750 1702413778.4728
MEM 21.093750 1702413778.5735
MEM 21.093750 1702413778.6737
MEM 21.093750 1702413778.7743
MEM 21.093750 1702413778.8746
MEM 21.093750 1702413778.9752
MEM 21.093750 1702413779.0754
MEM 21.093750 1702413779.1761
MEM 21.093750 1702413779.2767
MEM 21.093750 1702413779.3769
MEM 21.093750 1702413779.4772
MEM 21.093750 1702413779.5777
MEM 21.093750 1702413779.6779
MEM 21.093750 1702413779.7781
MEM 21.093750 1702413779.8788
MEM 21.093750 1702413779.9790
MEM 21.093750 1702413780.0796
MEM 21.093750 1702413780.1803
MEM 21.093750 1702413780.2810
MEM 21.093750 1702413780.3817
MEM 21.093750 1702413780.4818
MEM 21.093750 1702413780.5820
MEM 21.093750 1702413780.6822
MEM 21.093750 1702413780.7829
MEM 21.093750 1702413780.8835
MEM 21.093750 1702413780.9842
MEM 21.093750 1702413781.0846
MEM 21.093750 1702413781.1851
MEM 21.093750 1702413781.2855
MEM 21.093750 1702413781.3859
MEM 21.093750 1702413781.4861
MEM 21.093750 1702413781.5863
MEM 21.093750 1702413781.6865
MEM 21.093750 1702413781.7871
MEM 21.093750 1702413781.8873
MEM 21.093750 1702413781.9880
MEM 21.093750 1702413782.0887
MEM 21.093750 1702413782.1893
MEM 21.093750 1702413782.2896
MEM 21.093750 1702413782.3899
MEM 21.093750 1702413782.4904
MEM 21.093750 1702413782.5911
MEM 21.093750 1702413782.6912
MEM 21.093750 1702413782.7919
MEM 21.093750 1702413782.8926
MEM 21.093750 1702413782.9933
MEM 21.093750 1702413783.0936
MEM 21.093750 1702413783.1941
MEM 21.093750 1702413783.2948
MEM 21.093750 1702413783.3953
MEM 21.093750 1702413783.4957
MEM 21.093750 1702413783.5963
MEM 21.093750 1702413783.6965
MEM 21.093750 1702413783.7972
MEM 21.093750 1702413783.8974
MEM 21.093750 1702413783.9980
MEM 21.093750 1702413784.0982
MEM 21.093750 1702413784.1984
MEM 21.093750 1702413784.2986
MEM 21.093750 1702413784.3988
MEM 21.093750 1702413784.4992
MEM 21.093750 1702413784.5996
MEM 21.093750 1702413784.7003
MEM 21.093750 1702413784.8005
MEM 21.093750 1702413784.9007
MEM 21.093750 1702413785.0013
MEM 21.093750 1702413785.1020
MEM 21.093750 1702413785.2022
MEM 21.093750 1702413785.3024
MEM 21.093750 1702413785.4030
MEM 21.093750 1702413785.5037
MEM 21.093750 1702413785.6039
MEM 21.093750 1702413785.7041
MEM 21.093750 1702413785.8043
MEM 21.093750 1702413785.9044
MEM 21.093750 1702413786.0046
MEM 21.093750 1702413786.1054
MEM 21.093750 1702413786.2055
MEM 21.093750 1702413786.3057
MEM 21.093750 1702413786.4059
MEM 21.093750 1702413786.5065
MEM 21.093750 1702413786.6072
MEM 21.093750 1702413786.7074
MEM 21.093750 1702413786.8080
MEM 21.093750 1702413786.9082
MEM 21.093750 1702413787.0084
MEM 21.093750 1702413787.1091
MEM 21.093750 1702413787.2098
MEM 21.093750 1702413787.3099
MEM 21.093750 1702413787.4101
MEM 21.093750 1702413787.5103
MEM 21.093750 1702413787.6110
MEM 21.093750 1702413787.7116
MEM 21.093750 1702413787.8123
MEM 21.093750 1702413787.9130
MEM 21.093750 1702413788.0137
MEM 21.093750 1702413788.1144
MEM 21.093750 1702413788.2152
MEM 21.093750 1702413788.3162
MEM 21.093750 1702413788.4169
MEM 21.093750 1702413788.5171
MEM 21.093750 1702413788.6178
MEM 21.093750 1702413788.7184
MEM 21.093750 1702413788.8186
MEM 21.093750 1702413788.9188
MEM 21.093750 1702413789.0191
MEM 21.093750 1702413789.1196
MEM 21.093750 1702413789.2203
MEM 21.093750 1702413789.3210
MEM 21.093750 1702413789.4211
MEM 21.093750 1702413789.5218
MEM 21.093750 1702413789.6220
MEM 21.093750 1702413789.7222
MEM 21.093750 1702413789.8224
MEM 21.093750 1702413789.9230
MEM 21.093750 1702413790.0232
MEM 21.093750 1702413790.1239
MEM 21.093750 1702413790.2246
MEM 21.093750 1702413790.3248
MEM 21.093750 1702413790.4255
MEM 21.093750 1702413790.5261
MEM 21.093750 1702413790.6268
MEM 21.093750 1702413790.7275
MEM 21.093750 1702413790.8282
MEM 21.093750 1702413790.9284
MEM 21.093750 1702413791.0304
MEM 21.093750 1702413791.1312
MEM 21.093750 1702413791.2318
MEM 21.093750 1702413791.3321
MEM 21.093750 1702413791.4327
MEM 21.093750 1702413791.5329
MEM 21.093750 1702413791.6331
MEM 21.093750 1702413791.7337
MEM 21.093750 1702413791.8340
MEM 21.093750 1702413791.9346
MEM 21.093750 1702413792.0348
MEM 21.093750 1702413792.1350
MEM 21.093750 1702413792.2357
MEM 21.093750 1702413792.3358
MEM 21.093750 1702413792.4366
MEM 21.093750 1702413792.5372
MEM 21.093750 1702413792.6379
MEM 21.093750 1702413792.7381
MEM 21.093750 1702413792.8383
MEM 21.093750 1702413792.9388
MEM 21.093750 1702413793.0391
MEM 21.093750 1702413793.1393
MEM 21.093750 1702413793.2399
MEM 21.093750 1702413793.3407
MEM 21.093750 1702413793.4413
MEM 21.093750 1702413793.5415
MEM 21.093750 1702413793.6421
MEM 21.093750 1702413793.7424
MEM 21.093750 1702413793.8425
MEM 21.093750 1702413793.9428
MEM 21.093750 1702413794.0439
MEM 21.093750 1702413794.1445
MEM 21.093750 1702413794.2452
MEM 21.093750 1702413794.3454
MEM 21.093750 1702413794.4456
MEM 21.093750 1702413794.5457
MEM 21.093750 1702413794.6464
MEM 21.093750 1702413794.7466
MEM 21.093750 1702413794.8468
MEM 21.093750 1702413794.9475
MEM 21.093750 1702413795.0486
MEM 21.093750 1702413795.1488
MEM 21.093750 1702413795.2490
MEM 21.093750 1702413795.3495
MEM 21.093750 1702413795.4499
MEM 21.093750 1702413795.5501
MEM 21.093750 1702413795.6502
MEM 21.093750 1702413795.7504
MEM 21.093750 1702413795.8511
MEM 21.093750 1702413795.9513
MEM 21.093750 1702413796.0520
MEM 21.093750 1702413796.1527
MEM 21.093750 1702413796.2533
MEM 21.093750 1702413796.3540
MEM 21.093750 1702413796.4542
MEM 21.093750 1702413796.5544
MEM 21.093750 1702413796.6545
MEM 21.093750 1702413796.7547
MEM 21.093750 1702413796.8549
MEM 21.093750 1702413796.9551
MEM 21.093750 1702413797.0558
MEM 21.093750 1702413797.1560
MEM 21.093750 1702413797.2561
MEM 21.093750 1702413797.3563
MEM 21.093750 1702413797.4570
MEM 21.093750 1702413797.5571
MEM 21.093750 1702413797.6578
MEM 21.093750 1702413797.7586
MEM 21.093750 1702413797.8588
MEM 21.093750 1702413797.9592
MEM 21.093750 1702413798.0593
MEM 21.093750 1702413798.1596
MEM 21.093750 1702413798.2604
MEM 21.093750 1702413798.3611
MEM 21.093750 1702413798.4618
MEM 21.093750 1702413798.5625
MEM 21.093750 1702413798.6636
MEM 21.093750 1702413798.7638
MEM 21.093750 1702413798.8645
MEM 21.093750 1702413798.9647
MEM 21.093750 1702413799.0649
MEM 21.093750 1702413799.1656
MEM 21.093750 1702413799.2657
MEM 21.093750 1702413799.3659
MEM 21.093750 1702413799.4660
MEM 21.093750 1702413799.5662
MEM 21.093750 1702413799.6664
MEM 21.093750 1702413799.7667
MEM 21.093750 1702413799.8673
MEM 21.093750 1702413799.9675
MEM 21.093750 1702413800.0677
MEM 21.093750 1702413800.1683
MEM 21.093750 1702413800.2690
MEM 21.093750 1702413800.3697
MEM 21.093750 1702413800.4698
MEM 21.093750 1702413800.5703
MEM 21.093750 1702413800.6707
MEM 21.093750 1702413800.7714
MEM 21.093750 1702413800.8716
MEM 21.093750 1702413800.9723
MEM 21.093750 1702413801.0724
MEM 21.093750 1702413801.1726
MEM 21.093750 1702413801.2728
MEM 21.093750 1702413801.3736
MEM 21.093750 1702413801.4738
MEM 21.093750 1702413801.5743
MEM 21.093750 1702413801.6745
MEM 21.093750 1702413801.7747
MEM 21.093750 1702413801.8749
MEM 21.093750 1702413801.9755
MEM 21.093750 1702413802.0762
MEM 21.093750 1702413802.1769
MEM 21.093750 1702413802.2772
MEM 21.093750 1702413802.3778
MEM 21.093750 1702413802.4785
MEM 21.093750 1702413802.5786
MEM 21.093750 1702413802.6793
MEM 21.093750 1702413802.7800
MEM 21.093750 1702413802.8802
MEM 21.093750 1702413802.9809
MEM 21.093750 1702413803.0810
MEM 21.093750 1702413803.1817
MEM 21.093750 1702413803.2824
MEM 21.093750 1702413803.3831
MEM 21.093750 1702413803.4833
MEM 21.093750 1702413803.5836
MEM 21.093750 1702413803.6846
MEM 21.093750 1702413803.7848
MEM 21.093750 1702413803.8855
MEM 21.093750 1702413803.9856
MEM 21.093750 1702413804.0859
MEM 21.093750 1702413804.1861
MEM 21.093750 1702413804.2867
MEM 21.093750 1702413804.3869
MEM 21.093750 1702413804.4876
MEM 21.093750 1702413804.5882
MEM 21.093750 1702413804.6889
MEM 21.093750 1702413804.7896
MEM 21.093750 1702413804.8898
MEM 21.093750 1702413804.9900
MEM 21.093750 1702413805.0902
MEM 21.093750 1702413805.1906
MEM 21.093750 1702413805.2910
MEM 21.093750 1702413805.3922
MEM 21.093750 1702413805.4933
MEM 21.093750 1702413805.5935
MEM 21.093750 1702413805.6937
MEM 21.093750 1702413805.7939
MEM 21.093750 1702413805.8947
MEM 21.093750 1702413805.9951
MEM 21.093750 1702413806.0955
MEM 21.093750 1702413806.1961
MEM 21.093750 1702413806.2968
MEM 21.093750 1702413806.3970
MEM 21.093750 1702413806.4972
MEM 21.093750 1702413806.5979
MEM 21.093750 1702413806.6981
MEM 21.093750 1702413806.7987
MEM 21.093750 1702413806.8989
MEM 21.093750 1702413806.9996
MEM 21.093750 1702413807.0998
MEM 21.093750 1702413807.2004
MEM 21.093750 1702413807.3012
MEM 21.093750 1702413807.4018
MEM 21.093750 1702413807.5019
MEM 21.093750 1702413807.6021
MEM 21.093750 1702413807.7029
MEM 21.093750 1702413807.8035
MEM 21.867188 1702413807.9045
MEM 23.414062 1702413808.0049
MEM 24.960938 1702413808.1053
MEM 24.960938 1702413808.2058
MEM 24.960938 1702413808.3064
MEM 24.960938 1702413808.4066
MEM 24.960938 1702413808.5068
MEM 24.960938 1702413808.6069
MEM 24.960938 1702413808.7072
MEM 24.960938 1702413808.8078
MEM 24.960938 1702413808.9080
MEM 24.960938 1702413809.0087
MEM 24.960938 1702413809.1093
MEM 24.960938 1702413809.2095
MEM 24.960938 1702413809.3098
MEM 24.960938 1702413809.4099
MEM 24.960938 1702413809.5106
MEM 24.960938 1702413809.6113
MEM 24.960938 1702413809.7119
MEM 24.960938 1702413809.8126
MEM 24.960938 1702413809.9128
MEM 24.960938 1702413810.0130
MEM 24.960938 1702413810.1136
MEM 24.960938 1702413810.2138
MEM 24.960938 1702413810.3140
MEM 24.960938 1702413810.4142
MEM 24.960938 1702413810.5144
MEM 24.960938 1702413810.6150
MEM 24.960938 1702413810.7153
MEM 24.960938 1702413810.8159
MEM 24.960938 1702413810.9161
MEM 24.960938 1702413811.0163
MEM 24.960938 1702413811.1170
MEM 24.960938 1702413811.2177
MEM 24.960938 1702413811.3178
MEM 24.960938 1702413811.4180
MEM 24.960938 1702413811.5182
MEM 24.960938 1702413811.6184
MEM 24.960938 1702413811.7186
MEM 24.960938 1702413811.8188
MEM 24.960938 1702413811.9191
MEM 24.960938 1702413812.0196
MEM 24.960938 1702413812.1203
MEM 24.960938 1702413812.2210
MEM 24.960938 1702413812.3212
MEM 24.960938 1702413812.4218
MEM 24.960938 1702413812.5225
MEM 24.960938 1702413812.6232
MEM 24.960938 1702413812.7239
MEM 24.960938 1702413812.8240
MEM 24.960938 1702413812.9247
MEM 24.960938 1702413813.0249
MEM 24.960938 1702413813.1251
MEM 24.960938 1702413813.2258
MEM 24.960938 1702413813.3260
MEM 24.960938 1702413813.4266
MEM 24.960938 1702413813.5268
MEM 24.960938 1702413813.6271
MEM 24.960938 1702413813.7277
MEM 24.960938 1702413813.8281
MEM 24.960938 1702413813.9290
MEM 24.960938 1702413814.0292
MEM 24.960938 1702413814.1295
MEM 24.960938 1702413814.2296
MEM 24.960938 1702413814.3298
MEM 24.960938 1702413814.4305
MEM 24.960938 1702413814.5311
MEM 24.960938 1702413814.6313
MEM 24.960938 1702413814.7315
MEM 24.960938 1702413814.8322
MEM 24.960938 1702413814.9324
MEM 24.960938 1702413815.0326
MEM 24.960938 1702413815.1327
MEM 24.960938 1702413815.2334
MEM 24.960938 1702413815.3341
MEM 24.960938 1702413815.4343
MEM 24.960938 1702413815.5345
MEM 24.960938 1702413815.6347
MEM 24.960938 1702413815.7353
MEM 24.960938 1702413815.8360
MEM 24.960938 1702413815.9362
MEM 24.960938 1702413816.0364
MEM 24.960938 1702413816.1366
MEM 24.960938 1702413816.2367
MEM 24.960938 1702413816.3370
MEM 24.960938 1702413816.4372
MEM 24.960938 1702413816.5373
MEM 24.960938 1702413816.6375
MEM 24.960938 1702413816.7377
MEM 24.960938 1702413816.8384
MEM 24.960938 1702413816.9386
MEM 24.960938 1702413817.0387
MEM 24.960938 1702413817.1389
MEM 24.960938 1702413817.2396
MEM 24.960938 1702413817.3402
MEM 24.960938 1702413817.4404
MEM 24.960938 1702413817.5406
MEM 24.960938 1702413817.6408
MEM 24.960938 1702413817.7410
MEM 24.960938 1702413817.8418
MEM 24.960938 1702413817.9420
MEM 24.960938 1702413818.0421
MEM 24.960938 1702413818.1428
MEM 24.960938 1702413818.2430
MEM 24.960938 1702413818.3432
MEM 24.960938 1702413818.4438
MEM 24.960938 1702413818.5445
MEM 24.960938 1702413818.6452
MEM 24.960938 1702413818.7459
MEM 24.960938 1702413818.8461
MEM 24.960938 1702413818.9468
MEM 24.960938 1702413819.0475
MEM 24.960938 1702413819.1481
MEM 24.960938 1702413819.2487
MEM 24.960938 1702413819.3489
MEM 24.960938 1702413819.4496
MEM 24.960938 1702413819.5498
MEM 24.960938 1702413819.6500
MEM 24.960938 1702413819.7502
MEM 24.960938 1702413819.8504
MEM 24.960938 1702413819.9509
MEM 24.960938 1702413820.0518
MEM 24.960938 1702413820.1524
MEM 24.960938 1702413820.2526
MEM 24.960938 1702413820.3528
MEM 24.960938 1702413820.4535
MEM 24.960938 1702413820.5537
MEM 24.960938 1702413820.6543
MEM 24.960938 1702413820.7545
MEM 24.960938 1702413820.8552
MEM 24.960938 1702413820.9559
MEM 24.960938 1702413821.0565
MEM 24.960938 1702413821.1567
MEM 24.960938 1702413821.2574
MEM 24.960938 1702413821.3576
MEM 24.960938 1702413821.4583
MEM 24.960938 1702413821.5585
MEM 24.960938 1702413821.6588
MEM 24.960938 1702413821.7593
MEM 24.960938 1702413821.8600
MEM 24.960938 1702413821.9606
MEM 24.960938 1702413822.0609
MEM 24.960938 1702413822.1616
MEM 24.960938 1702413822.2618
MEM 24.960938 1702413822.3619
MEM 24.960938 1702413822.4626
MEM 24.960938 1702413822.5628
MEM 24.960938 1702413822.6630
MEM 24.960938 1702413822.7636
MEM 24.960938 1702413822.8638
MEM 24.960938 1702413822.9645
MEM 24.960938 1702413823.0646
MEM 24.960938 1702413823.1648
MEM 24.960938 1702413823.2655
MEM 24.960938 1702413823.3657
MEM 24.960938 1702413823.4659
MEM 24.960938 1702413823.5666
MEM 24.960938 1702413823.6673
MEM 24.960938 1702413823.7679
MEM 24.960938 1702413823.8681
MEM 24.960938 1702413823.9683
MEM 24.960938 1702413824.0690
MEM 24.960938 1702413824.1695
MEM 24.960938 1702413824.2699
MEM 24.960938 1702413824.3701
MEM 24.960938 1702413824.4703
MEM 24.960938 1702413824.5709
MEM 24.960938 1702413824.6711
MEM 24.960938 1702413824.7718
MEM 24.960938 1702413824.8724
MEM 24.960938 1702413824.9731
MEM 24.960938 1702413825.0738
MEM 24.960938 1702413825.1741
MEM 24.960938 1702413825.2742
MEM 24.960938 1702413825.3744
MEM 24.960938 1702413825.4752
MEM 24.960938 1702413825.5757
MEM 24.960938 1702413825.6759
MEM 24.960938 1702413825.7766
MEM 24.960938 1702413825.8772
MEM 24.960938 1702413825.9779
