Order Number,Time Taken to Sort,Tie Break Count,Tie of Tie Break Count
351,0.014454841613769531,0,356
352,0.015406608581542969,0,376
353,0.017801761627197266,0,377
354,0.01884937286376953,0,378
355,0.01414632797241211,0,384
356,0.014036893844604492,0,392
357,0.013637065887451172,0,406
358,0.014070272445678711,0,418
359,0.01445913314819336,0,417
360,0.013961315155029297,0,420
361,0.013687610626220703,0,420
362,0.014145135879516602,0,441
363,0.014030694961547852,0,527
364,0.013649702072143555,0,537
365,0.013740777969360352,0,673
366,0.013577938079833984,0,693
367,0.013597488403320312,0,783
368,0.013142585754394531,0,782
369,0.013885498046875,0,781
370,0.013997793197631836,1,782
371,0.014581680297851562,1,780
372,0.015283823013305664,1,779
373,0.015883207321166992,1,778
374,0.015027999877929688,1,777
375,0.015142440795898438,1,776
376,0.01500248908996582,1,774
377,0.01676487922668457,1,773
378,0.015065670013427734,1,772
379,0.015468358993530273,1,770
380,0.014289140701293945,1,769
381,0.014458894729614258,1,768
382,0.015333414077758789,1,765
383,0.01497030258178711,1,764
384,0.015442371368408203,1,763
385,0.015433311462402344,1,761
386,0.015051603317260742,1,760
387,0.014824151992797852,1,757
388,0.015452146530151367,1,755
389,0.01673126220703125,1,756
390,0.01422429084777832,1,755
391,0.014734029769897461,1,751
392,0.014280080795288086,1,750
393,0.014054059982299805,1,748
394,0.01392674446105957,1,747
395,0.013816118240356445,1,746
396,0.013232707977294922,1,745
397,0.014341115951538086,1,744
398,0.014644384384155273,1,743
399,0.015070676803588867,1,742
400,0.014998912811279297,1,741
401,0.01669907569885254,1,740
402,0.015241146087646484,1,737
403,0.015489816665649414,1,736
404,0.015042304992675781,1,735
405,0.014662504196166992,1,734
406,0.014163970947265625,1,731
407,0.016731977462768555,1,730
408,0.019288063049316406,1,729
409,0.01479959487915039,1,728
410,0.0157470703125,1,728
411,0.014386177062988281,1,725
412,0.015766620635986328,1,724
413,0.013441324234008789,1,723
414,0.01306772232055664,1,722
415,0.014508247375488281,1,721
416,0.01395106315612793,1,720
417,0.013625383377075195,1,719
418,0.012911081314086914,1,718
419,0.01268315315246582,1,716
420,0.012769937515258789,1,715
421,0.012855768203735352,1,715
422,0.012842655181884766,1,714
423,0.012515544891357422,1,713
424,0.014248847961425781,1,711
425,0.014739513397216797,1,710
426,0.014692544937133789,1,709
427,0.015711545944213867,1,708
428,0.021711349487304688,1,705
429,0.015572309494018555,1,703
430,0.014614105224609375,1,702
431,0.014096975326538086,1,700
432,0.0152435302734375,1,699
433,0.013576745986938477,1,698
434,0.01491999626159668,1,697
435,0.014267444610595703,1,696
436,0.01412057876586914,1,695
437,0.014570236206054688,1,694
438,0.013808727264404297,1,693
439,0.014461755752563477,1,692
440,0.014745235443115234,1,691
441,0.013698339462280273,1,690
442,0.013512849807739258,1,688
443,0.013425588607788086,1,686
444,0.013161182403564453,1,682
445,0.01304769515991211,1,680
446,0.012887954711914062,1,680
447,0.01256561279296875,1,679
448,0.012331008911132812,1,678
449,0.012867927551269531,1,677
450,0.012505054473876953,1,676
451,0.012328386306762695,1,674
452,0.012243509292602539,1,673
453,0.01270294189453125,1,669
454,0.01460123062133789,1,668
455,0.014856338500976562,1,666
456,0.01464080810546875,1,666
457,0.01436305046081543,1,666
458,0.014023542404174805,1,664
459,0.014464378356933594,1,663
460,0.013709306716918945,1,662
461,0.017416000366210938,1,661
462,0.016610145568847656,1,660
463,0.017870664596557617,1,657
464,0.022655248641967773,1,656
465,0.01818084716796875,1,655
466,0.01577019691467285,1,654
467,0.016011714935302734,1,653
468,0.01371145248413086,1,652
469,0.021881103515625,1,651
470,0.02190232276916504,1,650
471,0.014704227447509766,1,649
472,0.012910127639770508,1,648
473,0.013466119766235352,1,647
474,0.01277470588684082,1,647
475,0.012219667434692383,1,646
476,0.01259303092956543,1,645
477,0.012638568878173828,1,645
478,0.012543439865112305,1,641
479,0.01275634765625,1,640
480,0.013914346694946289,1,639
481,0.013956308364868164,1,638
482,0.013911247253417969,1,637
483,0.013689756393432617,1,636
484,0.013881444931030273,1,637
485,0.013336181640625,1,636
486,0.014098882675170898,1,635
487,0.01506185531616211,1,634
488,0.013745307922363281,1,634
489,0.014380931854248047,1,634
490,0.016019582748413086,1,633
491,0.013950109481811523,1,632
492,0.012744903564453125,1,630
493,0.013146638870239258,1,628
494,0.013295412063598633,1,627
495,0.013348579406738281,1,626
496,0.012530088424682617,1,625
497,0.01221919059753418,1,624
498,0.012332916259765625,1,623
499,0.012015819549560547,1,622
500,0.012294769287109375,1,621
501,0.012560844421386719,1,619
502,0.012107133865356445,1,618
503,0.012051105499267578,1,617
504,0.01259922981262207,1,615
505,0.012449026107788086,1,614
506,0.011754989624023438,1,612
507,0.011944293975830078,1,611
508,0.011702537536621094,1,610
509,0.01341700553894043,1,609
510,0.012002706527709961,1,608
511,0.012567758560180664,1,607
512,0.012192726135253906,1,606
513,0.014719724655151367,1,605
514,0.013967752456665039,1,604
515,0.015733718872070312,1,602
516,0.013913393020629883,1,602
517,0.015300989151000977,1,599
518,0.015331029891967773,1,598
519,0.015998363494873047,1,595
520,0.013518095016479492,1,594
521,0.014565706253051758,1,593
522,0.013464212417602539,1,592
523,0.013470172882080078,1,591
524,0.013335704803466797,1,590
525,0.013465642929077148,1,589
526,0.012279033660888672,1,587
527,0.01217508316040039,1,586
528,0.012447834014892578,1,585
529,0.012146472930908203,1,584
530,0.012016534805297852,1,582
531,0.011814355850219727,1,581
532,0.01227426528930664,1,580
533,0.02006816864013672,1,579
534,0.01207733154296875,1,579
535,0.01979351043701172,1,578
536,0.014135599136352539,1,579
537,0.012011528015136719,1,578
538,0.011823654174804688,1,577
539,0.012103796005249023,1,576
540,0.012946367263793945,1,575
541,0.013318061828613281,1,576
542,0.013944149017333984,1,575
543,0.016373395919799805,1,574
544,0.013004541397094727,1,573
545,0.013772010803222656,1,572
546,0.014422893524169922,1,573
547,0.013323783874511719,1,569
548,0.012841939926147461,1,568
549,0.013483047485351562,1,568
550,0.013012409210205078,1,567
551,0.013499259948730469,1,567
552,0.013447046279907227,1,566
553,0.01394796371459961,1,565
554,0.012920141220092773,1,564
555,0.014589786529541016,1,564
556,0.013487100601196289,1,563
557,0.013814926147460938,1,562
558,0.013115644454956055,1,561
559,0.014491558074951172,1,560
560,0.017127037048339844,1,559
561,0.011602163314819336,1,558
562,0.01136636734008789,1,557
563,0.012182235717773438,1,556
564,0.0167996883392334,1,555
565,0.011685609817504883,1,554
566,0.021629810333251953,1,553
567,0.015617132186889648,1,552
568,0.01366424560546875,1,551
569,0.015271663665771484,1,550
570,0.013048410415649414,1,549
571,0.013895273208618164,1,549
572,0.01360177993774414,1,547
573,0.01338338851928711,1,546
574,0.012632131576538086,1,545
575,0.012759685516357422,1,544
576,0.013014793395996094,1,543
577,0.012135982513427734,1,543
578,0.012372732162475586,1,542
579,0.012148141860961914,1,541
580,0.013545989990234375,1,543
581,0.012510299682617188,1,543
582,0.013902425765991211,1,542
583,0.014842033386230469,1,542
584,0.013538360595703125,1,541
585,0.01134347915649414,1,540
586,0.012162208557128906,1,539
587,0.012212991714477539,1,535
588,0.01201939582824707,1,534
589,0.012463092803955078,1,533
590,0.011096954345703125,1,531
591,0.010951042175292969,1,530
592,0.011281251907348633,1,529
593,0.012293815612792969,1,528
594,0.011118412017822266,1,527
595,0.011419057846069336,1,526
596,0.011155128479003906,1,525
597,0.011814355850219727,1,524
598,0.011116743087768555,1,524
599,0.011287689208984375,1,524
600,0.011076927185058594,1,523
601,0.01177835464477539,1,522
602,0.011396408081054688,1,521
603,0.01136636734008789,1,520
604,0.01104736328125,1,519
605,0.01113438606262207,1,519
606,0.011124372482299805,1,519
607,0.014464616775512695,1,518
608,0.011330366134643555,1,517
609,0.011426210403442383,1,516
610,0.011970281600952148,1,515
611,0.011600732803344727,1,514
612,0.012371301651000977,1,513
613,0.01590442657470703,1,512
614,0.011548280715942383,1,511
615,0.011464595794677734,1,510
616,0.01079416275024414,1,509
617,0.010990619659423828,1,508
618,0.011526823043823242,1,506
619,0.011312484741210938,1,505
620,0.010951042175292969,1,503
621,0.014043092727661133,1,502
622,0.012774229049682617,1,501
623,0.017273426055908203,1,500
624,0.013108491897583008,1,499
625,0.013488292694091797,1,500
626,0.01346898078918457,1,499
627,0.01226043701171875,1,498
628,0.014340877532958984,1,497
629,0.013494729995727539,1,496
630,0.011872053146362305,1,495
631,0.012393474578857422,1,494
632,0.016292572021484375,1,493
633,0.020084381103515625,1,492
634,0.014163017272949219,1,491
635,0.013589859008789062,1,490
636,0.014783859252929688,1,488
637,0.012969732284545898,1,488
638,0.012513875961303711,1,487
639,0.01302194595336914,1,486
640,0.011967182159423828,1,485
641,0.011722564697265625,1,484
642,0.011540889739990234,1,483
643,0.011524438858032227,1,482
644,0.011299848556518555,1,481
645,0.011365890502929688,1,479
646,0.011260986328125,1,478
647,0.011072158813476562,1,477
648,0.011242389678955078,1,476
649,0.011199712753295898,1,474
650,0.01191401481628418,1,473
651,0.011455297470092773,1,473
652,0.011708259582519531,1,472
653,0.011929035186767578,1,471
654,0.013568401336669922,1,470
655,0.011618375778198242,1,469
656,0.01325678825378418,1,468
657,0.01603984832763672,1,467
658,0.012674331665039062,1,466
659,0.013223409652709961,1,465
660,0.013362646102905273,1,464
661,0.013741254806518555,1,463
662,0.011926651000976562,1,461
663,0.011954307556152344,1,460
664,0.012988805770874023,1,460
665,0.011934995651245117,1,459
666,0.01270151138305664,1,458
667,0.012644529342651367,1,457
668,0.012146949768066406,1,456
669,0.012125253677368164,1,455
670,0.011542320251464844,1,454
671,0.011256933212280273,1,453
672,0.011295080184936523,1,453
673,0.011393308639526367,1,452
674,0.010931253433227539,1,451
675,0.010732173919677734,1,450
676,0.010992288589477539,1,451
677,0.010692119598388672,1,450
678,0.010670185089111328,1,449
679,0.01082301139831543,1,448
680,0.012125015258789062,1,447
681,0.011913299560546875,1,446
682,0.012244939804077148,1,445
683,0.011779308319091797,1,444
684,0.01192474365234375,1,443
685,0.013941526412963867,1,441
686,0.011941909790039062,1,440
687,0.012136220932006836,1,439
688,0.011576175689697266,1,438
689,0.011926412582397461,1,437
690,0.01291656494140625,1,436
691,0.012136220932006836,1,435
692,0.011581897735595703,1,434
693,0.011929988861083984,1,434
694,0.011979818344116211,1,433
695,0.011657238006591797,1,431
696,0.011394500732421875,1,431
697,0.01099705696105957,1,431
698,0.011754512786865234,1,430
699,0.011662960052490234,1,429
700,0.012913703918457031,1,428
701,0.011645317077636719,1,427
702,0.011049985885620117,1,428
703,0.011381149291992188,1,427
704,0.010904073715209961,1,426
705,0.010589838027954102,1,426
706,0.010922908782958984,1,425
707,0.010389566421508789,1,424
708,0.010279417037963867,1,423
709,0.01081395149230957,1,422
710,0.010173320770263672,1,418
711,0.010236978530883789,1,417
712,0.011109590530395508,1,418
713,0.010496854782104492,1,417
714,0.010346174240112305,1,416
715,0.010310888290405273,1,415
716,0.011176347732543945,1,414
717,0.011559009552001953,1,412
718,0.012197732925415039,1,411
719,0.01468038558959961,1,410
720,0.012130498886108398,1,409
721,0.011867523193359375,1,408
722,0.011490821838378906,1,407
723,0.011436700820922852,1,406
724,0.015383243560791016,1,405
725,0.011830568313598633,1,406
726,0.011988639831542969,1,404
727,0.011744976043701172,1,403
728,0.011399269104003906,1,403
729,0.012357234954833984,1,403
730,0.011249065399169922,1,402
731,0.011227130889892578,1,402
732,0.011663675308227539,1,401
733,0.011904239654541016,1,400
734,0.011314630508422852,1,399
735,0.011722326278686523,1,398
736,0.011739015579223633,1,397
737,0.010564565658569336,1,395
738,0.011335372924804688,1,396
739,0.010936498641967773,1,395
740,0.010284900665283203,1,394
741,0.011023283004760742,1,393
742,0.010763406753540039,1,392
743,0.010023117065429688,1,392
744,0.010145425796508789,1,391
745,0.010321378707885742,1,390
746,0.010383367538452148,1,389
747,0.0099029541015625,1,388
748,0.009865045547485352,1,387
749,0.009946107864379883,1,386
750,0.010177850723266602,1,385
751,0.010545969009399414,1,384
752,0.010309696197509766,1,383
753,0.010093450546264648,1,382
754,0.01031804084777832,1,381
755,0.011495351791381836,1,380
756,0.011629581451416016,1,379
757,0.0113677978515625,1,378
758,0.011900186538696289,1,379
759,0.0121612548828125,1,378
760,0.01174306869506836,1,377
761,0.011516571044921875,1,377
762,0.011159420013427734,1,377
763,0.0117340087890625,1,378
764,0.012211322784423828,1,377
765,0.011883020401000977,1,375
766,0.011941909790039062,1,374
767,0.011118173599243164,1,373
768,0.010734796524047852,1,373
769,0.020242691040039062,1,372
770,0.01743316650390625,1,371
771,0.011151790618896484,1,370
772,0.009763956069946289,1,369
773,0.009720563888549805,1,368
774,0.009762287139892578,1,367
775,0.010721445083618164,1,366
776,0.010164976119995117,1,366
777,0.010355472564697266,1,366
778,0.009557485580444336,1,365
779,0.009630203247070312,1,364
780,0.00943899154663086,1,363
781,0.009219646453857422,1,362
782,0.010280132293701172,1,361
783,0.009401082992553711,1,360
784,0.009089469909667969,1,358
785,0.00932168960571289,1,357
786,0.009078502655029297,1,356
787,0.009084701538085938,1,355
788,0.009587526321411133,1,354
789,0.01066732406616211,1,352
790,0.01053166389465332,1,351
791,0.011702537536621094,1,350
792,0.011360883712768555,1,349
793,0.011228561401367188,1,348
794,0.010265111923217773,1,347
795,0.010707378387451172,1,346
796,0.01143503189086914,1,345
797,0.010664701461791992,1,344
798,0.010006904602050781,1,342
799,0.00992441177368164,1,341
800,0.01034235954284668,1,340
801,0.00986337661743164,1,339
802,0.009602546691894531,1,337
803,0.010211467742919922,1,336
804,0.009803533554077148,1,335
805,0.010013818740844727,1,334
806,0.00983738899230957,1,333
807,0.009932994842529297,1,332
808,0.010318279266357422,1,331
809,0.009322404861450195,1,330
810,0.010159492492675781,1,329
811,0.009976625442504883,1,327
812,0.010013580322265625,1,326
813,0.009299516677856445,1,324
814,0.009275674819946289,1,323
815,0.009247064590454102,1,325
816,0.009346485137939453,1,324
817,0.00959634780883789,1,323
818,0.009324312210083008,1,322
819,0.008888483047485352,1,321
820,0.009257316589355469,1,321
821,0.009473800659179688,1,320
822,0.00888204574584961,1,319
823,0.00916600227355957,1,318
824,0.009310722351074219,1,317
825,0.009377479553222656,1,315
826,0.009082794189453125,1,315
827,0.00896763801574707,1,314
828,0.008918523788452148,1,313
829,0.008886337280273438,1,312
830,0.008628606796264648,1,311
831,0.008596181869506836,1,310
832,0.009809017181396484,1,309
833,0.008738279342651367,1,308
834,0.008807897567749023,1,307
835,0.008735895156860352,1,306
836,0.008738517761230469,1,305
837,0.008701324462890625,1,304
838,0.008835315704345703,1,303
839,0.008700370788574219,1,302
840,0.008392095565795898,1,301
841,0.009652376174926758,1,300
842,0.009182214736938477,1,299
843,0.008738994598388672,1,298
844,0.008723020553588867,1,297
845,0.008868694305419922,1,296
846,0.009371519088745117,1,295
847,0.008848190307617188,1,294
848,0.008862018585205078,1,293
849,0.008945703506469727,1,292
850,0.009207487106323242,1,291
851,0.008525609970092773,1,290
852,0.00955510139465332,1,289
853,0.008727073669433594,1,289
854,0.008573532104492188,1,288
855,0.008854866027832031,1,287
856,0.008305549621582031,1,286
857,0.009015798568725586,1,285
858,0.00834798812866211,1,284
859,0.008902788162231445,1,283
860,0.008527994155883789,1,283
861,0.008866071701049805,1,282
862,0.008042573928833008,1,281
863,0.008339643478393555,1,281
864,0.008512258529663086,1,281
865,0.008499622344970703,1,279
866,0.008483648300170898,1,278
867,0.008330583572387695,1,277
868,0.008491277694702148,1,276
869,0.00868535041809082,1,275
870,0.008423089981079102,1,274
871,0.008263587951660156,1,273
872,0.009018659591674805,1,272
873,0.008356571197509766,1,270
874,0.008095264434814453,1,269
875,0.008241891860961914,1,268
876,0.008787870407104492,1,267
877,0.008253097534179688,1,266
878,0.0087127685546875,1,265
879,0.008337020874023438,1,264
880,0.008115530014038086,1,263
881,0.008849382400512695,1,262
882,0.008443117141723633,1,261
883,0.008485794067382812,1,260
884,0.008790254592895508,1,259
885,0.008246660232543945,1,258
886,0.008711576461791992,1,257
887,0.008684158325195312,1,256
888,0.008656740188598633,1,255
889,0.008309364318847656,1,254
890,0.008231163024902344,1,253
891,0.007910490036010742,1,252
892,0.008241415023803711,1,251
893,0.008518218994140625,1,249
894,0.00804901123046875,1,249
895,0.008711099624633789,1,248
896,0.007962226867675781,1,247
897,0.008011341094970703,1,246
898,0.008166790008544922,1,246
899,0.008393526077270508,1,244
900,0.00864863395690918,1,243
901,0.008107185363769531,1,243
902,0.00876474380493164,1,241
903,0.007730722427368164,1,241
904,0.008163690567016602,1,240
905,0.007988452911376953,1,239
906,0.008304595947265625,1,238
907,0.007914304733276367,1,237
908,0.008243083953857422,1,236
909,0.008642911911010742,1,235
910,0.00912022590637207,1,234
911,0.009187459945678711,1,233
912,0.009408235549926758,1,232
913,0.008009195327758789,1,231
914,0.008236408233642578,1,230
915,0.00890493392944336,1,229
916,0.008940935134887695,1,228
917,0.008970499038696289,1,227
918,0.008853912353515625,1,226
919,0.009510040283203125,1,225
920,0.009237527847290039,1,224
921,0.009661436080932617,1,223
922,0.008720636367797852,1,222
923,0.010201454162597656,1,221
924,0.00849294662475586,1,220
925,0.01009368896484375,1,219
926,0.00933694839477539,1,218
